#metadataBlock	name	dataverseAlias	displayName												
	socialscience		Social Science and Humanities Metadata												
#datasetField	name	title	description	watermark	fieldType	displayOrder	displayFormat	advancedSearchField	allowControlledVocabulary	allowmultiples	facetable	displayoncreate	required	parent	metadatablock_id
	unitOfAnalysis	Unit of Analysis	Basic unit of analysis or observation that this Dataset describes, such as individuals, families/households, groups, institutions/organizations, administrative units, and more. For information about the DDI's controlled vocabulary for this element, please refer to the DDI web page at http://www.ddialliance.org/controlled-vocabularies.		textbox	0		TRUE	TRUE	TRUE	TRUE	FALSE	FALSE		socialscience
	universe	Universe	Description of the population covered by the data in the file; the group of people or other elements that are the object of the study and to which the study results refer. Age, nationality, and residence commonly help to  delineate a given universe, but any number of other factors may be used, such as age limits, sex, marital status, race, ethnic group, nationality, income, veteran status, criminal convictions, and more. The universe may consist of elements other than persons, such as housing units, court cases, deaths, countries, and so on. In general, it should be possible to tell from the description of the universe whether a given individual or element is a member of the population under study. Also known as the universe of interest, population of interest, and target population.		textbox	1		TRUE	FALSE	TRUE	TRUE	FALSE	FALSE		socialscience
	timeMethod	Time Method	The time method or time dimension of the data collection, such as panel, cross-sectional, trend, time- series, or other.		text	2		TRUE	TRUE	FALSE	TRUE	FALSE	FALSE		socialscience
	dataCollector	Data Collector	Individual, agency or organization responsible for  administering the questionnaire or interview or compiling the data.	FamilyName, GivenName or Organization	text	3		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	collectorTraining	Collector Training	Type of training provided to the data collector		text	4		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	frequencyOfDataCollection	Frequency	If the data collected includes more than one point in time, indicate the frequency with which the data was collected; that is, monthly, quarterly, or other.		text	5		TRUE	FALSE	FALSE	TRUE	FALSE	FALSE		socialscience
	samplingProcedure	Sampling Procedure	Type of sample and sample design used to select the survey respondents to represent the population. May include reference to the target sample size and the sampling fraction.		text	6		FALSE	TRUE	FALSE	TRUE	FALSE	FALSE		socialscience
	targetSampleSize	Target Sample Size	Specific information regarding the target sample size, actual  sample size, and the formula used to determine this.		none	7		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	targetSampleActualSize	Actual	Actual sample size.	Enter an integer...	int	8		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	targetSampleSize	socialscience
	targetSampleSizeFormula	Formula	Formula used to determine target sample size.		text	9		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	targetSampleSize	socialscience
	deviationsFromSampleDesign	Major Deviations for Sample Design	Show correspondence as well as discrepancies between the sampled units (obtained) and available statistics for the population (age, sex-ratio, marital status, etc.) as a whole.		text	10		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	collectionMode	Collection Mode	Method used to collect the data; instrumentation characteristics (e.g., telephone interview, mail questionnaire, or other).		text	11		FALSE	TRUE	TRUE	TRUE	FALSE	FALSE		socialscience
	researchInstrument	Type of Research Instrument	Type of data collection instrument used. Structured indicates an instrument in which all respondents are asked the same questions/tests, possibly with precoded answers. If a small portion of such a questionnaire includes open-ended questions, provide appropriate comments. Semi-structured indicates that the research instrument contains mainly open-ended questions. Unstructured indicates that in-depth interviews were conducted.		text	12		FALSE	TRUE	FALSE	TRUE	FALSE	FALSE		socialscience
	dataCollectionSituation	Characteristics of Data Collection Situation	Description of noteworthy aspects of the data collection situation. Includes information on factors such as cooperativeness of respondents, duration of interviews, number of call backs, or similar.		textbox	13		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	actionsToMinimizeLoss	Actions to Minimize Losses	Summary of actions taken to minimize data loss. Include information on actions such as follow-up visits, supervisory checks, historical matching, estimation, and so on.		text	14		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	controlOperations	Control Operations	Control OperationsMethods to facilitate data control performed by the primary investigator or by the data archive.		text	15		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	weighting	Weighting	The use of sampling procedures might make it necessary to apply weights to produce accurate statistical results. Describes the criteria for using weights in analysis of a collection. If a weighting formula or coefficient was developed, the formula is provided, its elements are defined, and it is indicated how the formula was applied to the data.		textbox	16		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	cleaningOperations	Cleaning Operations	Methods used to clean the data collection, such as consistency checking, wildcode checking, or other.		text	17		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	datasetLevelErrorNotes	Study Level Error Notes	Note element used for any information annotating or clarifying the methodology and processing of the study. 		text	18		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	responseRate	Response Rate	Percentage of sample members who provided information.		textbox	19		TRUE	FALSE	FALSE	TRUE	FALSE	FALSE		socialscience
	samplingErrorEstimates	Estimates of Sampling Error	Measure of how precisely one can estimate a population value from a given sample.		text	20		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	otherDataAppraisal	Other Forms of Data Appraisal	Other issues pertaining to the data appraisal. Describe issues such as response variance, nonresponse rate  and testing for bias, interviewer and response bias, confidence levels, question bias, or similar.		text	21		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	socialScienceNotes	Notes	General notes about this Dataset.		none	22		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE		socialscience
	socialScienceNotesType	Type	Type of note.		text	23		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	socialScienceNotes	socialscience
	socialScienceNotesSubject	Subject	Note subject.		text	24		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	socialScienceNotes	socialscience
	socialScienceNotesText	Text	Text for this note.		textbox	25		FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	socialScienceNotes	socialscience
#controlledVocabulary	DatasetField	Value	identifier	displayOrder											
	unitOfAnalysis	Individual	Individual	0											
	unitOfAnalysis	OrganizationOrInstitution	OrganizationOrInstitution	1											
	unitOfAnalysis	Family	Family	2											
	unitOfAnalysis	Family.HouseholdFamily	Family.HouseholdFamily	3											
	unitOfAnalysis	Household	Household	4											
	unitOfAnalysis	HousingUnit	HousingUnit	5											
	unitOfAnalysis	EventOrProcessOrActivity	EventOrProcessOrActivity	6											
	unitOfAnalysis	GeographicUnit	GeographicUnit	7											
	unitOfAnalysis	PoliticalAdministrativeArea	PoliticalAdministrativeArea	8											
	unitOfAnalysis	TimeUnit	TimeUnit	9											
	unitOfAnalysis	MediaUnit	MediaUnit	10											
	unitOfAnalysis	MediaUnit.Sound	MediaUnit.Sound	11											
	unitOfAnalysis	MediaUnit.StillImage	MediaUnit.StillImage	12											
	unitOfAnalysis	MediaUnit.Text	MediaUnit.Text	13											
	unitOfAnalysis	MediaUnit.Video	MediaUnit.Video	14											
	unitOfAnalysis	Group	Group	15											
	unitOfAnalysis	Object	Object	16											
	unitOfAnalysis	Other	Other	17											
	timeMethod	Longitudinal	Longitudinal	0											
	timeMethod	Longitudinal.CohortEventBased	Longitudinal.CohortEventBased	1											
	timeMethod	Longitudinal.TrendRepeatedCrossSection	Longitudinal.TrendRepeatedCrossSection	2											
	timeMethod	Longitudinal.Panel	Longitudinal.Panel	3											
	timeMethod	Longitudinal.Panel.Continuous	Longitudinal.Panel.Continuous	4											
	timeMethod	Longitudinal.Panel.Interval	Longitudinal.Panel.Interval	5											
	timeMethod	TimeSeries	TimeSeries	6											
	timeMethod	TimeSeries.Continuous	TimeSeries.Continuous	7											
	timeMethod	TimeSeries.Discrete	TimeSeries.Discrete	8											
	timeMethod	CrossSection	CrossSection	9											
	timeMethod	CrossSectionAdHocFollowUp	CrossSectionAdHocFollowUp	10											
	timeMethod	Other	Other	11											
	samplingProcedure	TotalUniverseCompleteEnumeration	TotalUniverseCompleteEnumeration	0											
	samplingProcedure	Probability	Probability	1											
	samplingProcedure	Probability.SimpleRandom	Probability.SimpleRandom	2											
	samplingProcedure	Probability.SystematicRandom	Probability.SystematicRandom	3											
	samplingProcedure	Probability.Stratified	Probability.Stratified	4											
	samplingProcedure	Probability.Stratified.Proportional	Probability.Stratified.Proportional	5											
	samplingProcedure	Probability.Stratified.Disproportional	Probability.Stratified.Disproportional	6											
	samplingProcedure	Probability.Cluster	Probability.Cluster	7											
	samplingProcedure	Probability.Cluster.SimpleRandom	Probability.Cluster.SimpleRandom	8											
